intro,score,title
The job cuts at HSBC follow a previous cull in the lenders global banking division last May ,0,HSBC cutting around 100 senior banking jobs globally 
"Banks expect  finance minister Arun Jaitley to  hike FDI limit for public sector lenders to 49% and additional capital infusion to boost credit growth, according to a report",1,Banks eyeing big-ticket reforms in budget: Survey
The minutes of the past three MPC meetings offer important clues on how it has been interpreting the inflation-targeting mandate given to it by the govt,0,How RBIs Monetary Policy Committee has been thinking
"But analysts fear a liquidity crunch can weigh on execution and on earnings of firms in the rest of the fiscal, and this is weighing on share prices of the companies",1,Capital goods: Strong earnings despite muted revenues
"The next catalyst for the stock could most likely come when robust sales volume growth makes a comeback, which looks set to take off only in FY18",1,Maruti Suzuki: will capacity challenges put brakes on valuations?
"The banking sector, which is laden with bad loans, plays the most critical role in carrying out the govts development agenda but precious little is being done for banks",1,"Dear finance minister, where is banking sector reform?"
"Under Aashish Bhinde, Avendus closed 60 transactions since 2011, raising over $3.5 billion",0,Aashish Bhinde to quit Avendus Capital
"Warburg Pincus may invest up to $75 million in Series C funding in Capital Float, but talks are not final",0,Warburg Pincus in talks to buy stake in Capital Float
Vijay Mallya and the now defunct Kingfisher Airlines are embroiled in several court cases ranging from money laundering to tax evasion to loan defaults,0,The case(s) against Vijay Mallya and Kingfisher Airlines
Nestle India Ltd expects the FMCG industry to fare better on the back of good monsoon and benefits trickling in from the 7th Pay Commission ,1,Nestle: Consumer goods industry may rebound in fiscal second half
"Prior to Zoomcar, Rajesh Bysani  worked with mobile payment service provider FreeCharge and online bus ticketing platform redBus 
",0,Zoomcar appoints Rajesh Bysani as chief product officer
"Mohanty has spent 18 years in the advertising and design industry with an understanding across verticals, including mainstream, digital and shopper marketing",1,DDB Mudras Sambit Mohanty joins JWT India as national creative director
"Many of the Indian immigrants waiting for green cards over a decade, welcome Trumps  H1B  visa review order as merit-based work visas may increase their chance of green cards",1,"Waiting for green cards, Indian H1B visa holders see hope in Donald Trump review"
Goldman Sachs increased the share of Blankfeins compensation thats tied to performance to 80% of his variable pay by linking all of his stock awards to return on equity,0,Goldman Sachs cuts Lloyd Blankfeins pay 27% to $22 million for 2016
"Last month, Padmanabhan was appointed the additional director and prior to joining the Tata Power board, he was the executive chairman of Tata Business Excellence Group",0,S Padmanabhan nominated as chairman of Tata Power
"After releasing iPhone 7 in September, Apple likely sold 45 million units of all types of iPhones in the most-recent fiscal quarter ending 24 September",1,"Apple boosted by iPhone 7 demand, slowing pace of sales decline"
"Solar power tariff may fall below Rs3 per unit after the SECI auction of solar power projects at Bhadla, Rajasthan",0,Solar power may become cheaper than coal in India
The number of Indians in the US searching for jobs in India has surged 10-fold since December as Donald Trump moved to tighten US visa policy,0,"As US visa troubles deepen, more Indians look to come back"
"Mahesh Samat, who will assume the position on 28 November, will be based in Mumbai and report directly to Andy Bird, chairman, Walt Disney",1,Epic Channels Mahesh Samat to succeed Siddharth Roy Kapur at Disney India
"Even as L&T posted a stellar operating performance that beat forecasts on revenue, profit and operating margin, order inflows remained elusive
",0,Drop in order inflows clouds L&Ts stellar operating show
"Out of total disinvestment target of Rs72,500 crore, govt plans to raise Rs46,500 crore through minority stake sale and Rs15,000 crore from strategic disinvestment",0,"Govt looks to raise Rs11,000 crore from listing of PSU insurers"
"While things may have gone well for Kapoor so far, there are faint stains on his companys once spotless surface
",0,Reckitt CEO Rakesh Kapoor needs spotless performance for $34 mn salary
"Cement prices have begun to rise; but if this improvement doesnt sustain, realizations would decline sequentially in the March quarter",0,"Cement: After demonetisation, rising costs,  unfavourable volume base to hurt "
"Indian companies want FM Arun Jaitley to slash corporate tax rates, incentivise digital transactions and strengthen dispute resolution mechanism in the budget",0,Budget 2017: Corporate India pitches for lower tax rates
"Jaguar Land Rover now accounts for more than half of Tata Motors unit sales, overtaking flagship trucks, passenger cars in the past two quarters
",0,The Jaguar that ate Tata Motors proves expensive folly no more
"While an improving economy and increasing deals will benefit the research business, there is some hope for the rating segment too
",1,Research saves the day for Crisil
"BSEs total income however increased to Rs174.72 crore in the third quarter, from Rs160.56 crore in the same period a year ago",1,Bombay Stock Exchange Q3 net profit drops 17% to Rs64 crore
"If Bharti Airtel had let the opportunity pass and waited for the auctions, it may have had to shell out a substantially higher amount
",1,Bharti Airtel does well to go on spectrum acquisition spree
"Net sales of Wockhardt fell 7.35% to Rs995.56 crore in December quarter from Rs1,074.51 crore a year ago",0,Wockhardt posts Rs53.91 crore loss in December quarter
"If Nasscom is working towards creating an ecosystem for start-ups so they can grow, whats the point of hosting an event that cannot accommodate the very people its meant for?
",0,For whom is the Nasscoms India Leadership Forum 2016?
The only hitch is that Mahanagar Gas shares are capturing a good portion of the optimism around CNG volumesshares are trading 19 times the estimated earnings,1,Mahanagar Gas: Robust September quarter margins help earnings
PM Narendra Modi and Russian president Vladimir Putin will make the formal announcement after their bilateral meeting in Goa on the sidelines of Brics summit,1,"India, Russia finalise agreement on units 5, 6 at Kudankulam"
"Simran Lal speaks about changing consumption trends in India, her one-year old clothing sub-brand Nicobar and being a second-generation woman entrepreneur ",1,"Consumers are now confident with being Indian, says Simran Lal"
"Its unlikely any payments offering would be a major profit contributor for WhatsApp, but it would help Facebook to get more people online regularly",1,WhatsApp payments to be Facebooks saving grace in India
Ratan Tata was hailed as the saviour of the UK steel industry after the Tata Group announced a 10-year commitment of £1 billion investment to save thousands of jobs,1,Ratan Tata hailed as saviour of UK steel industry
Reserve Bank of India (RBI) has tightened the rules that trigger regulatory action on banks when they fall short of capital or exceed bad loan limits,0,RBI tightens rules for regulatory action on banks
Gail India reported a 46% rise in its third quarter net profit  at Rs983 crore on back of turnaround in petrochemical business,1,Gail  Q3 profit up 46% at Rs983 crore
"VMware will deliver, sell and support a product that lets customers use their existing VMware software with access to Amazons cloud-based storage",1,Amazon teams with VMware for hybrid cloud to rival Microsoft 
"Indias telecom subscriber base grew by 21.02 million at end-November 2016, of which Reliance Jio contributed 16.2 million, according to the Trai report",0,Reliance Jio additions power telecom subscriber base to 1.12 billion: Trai
NDTV reported a drop in revenue to Rs126 crore in the quarter from Rs129 crore a year ago,0,NDTV posts September quarter loss of Rs17 crore
"CBI has charged 20 entities, including Jignesh Shahs FTIL, for cheating state-owned firms PEC and MMTC in connection with the NSEL payments scam",0,"NSEL scam: Jignesh Shah accused of cheating, criminal conspiracy"
Panasonic says its avionics unit is being investigated by US authorities under the Foreign Corrupt Practices Act ,0,Panasonic says its avionics business being probed by US authorities
"March 2016 quarter will go down as one of the worst in the history of Indian banks as losses piled up and bad loans tumbled out of their cupboards
",0,Banks: Five things to note about the quarterly earnings
Dubai sovereign wealth funds interest in Indias renewable energy space follows Narendra Modis pitch for investment during his UAE visit last year,1,Investment Corp. of Dubai eyes India renewable energy investments
"Indias IT sector has always had the resilience or ability to transform itself, says Abidali Neemuchwala ",1,IT sector not looking at doomsday scenario: Wipro CEO Abidali Neemuchwala  
"Govt is effectively writing off the cost incurred in printing the old lot, and is incurring an additional cost in printing the new lot of Rs500 and Rs2,000 notes",0,"Rs10,861 crore: The printing cost to maintain currency flow"
"Grasim says its board on Friday approved Dividend Distribution Policy for the firm as per the Sebi (Listing Obligations and Disclosure Requirements) Regulations, 2015",1,Grasim Industries Q2 net profit jumps 50% to Rs846 crore
The Delhi HC granted the Centre a 2-month extension to take a decision on the extension of a product-sharing contract between ONGC and Cairn India for the Barmer block in Rajasthan,0,Cairn-ONGC deal: Delhi HC gives Centre one last chance
"Chitra Ramkrishna had on 2 December  quit as managing director and CEO of the NSE with immediate effect, presumably over differences with some board members",0,NSE seeks applicants for post of managing director and CEO
"The cost of integration and a potential clean-up of associates books will determine whether SBI investors have jumped the gun by driving up the stock sharply
",0,"Who benefits from merger of SBI, associates?"
Dalmia Bharat has traded at high valuations. The steep fall in its share prices is understandable.,1,"Dalmia Bharat: strong volume growth, restructuring support high valuations"
Proxy advisory firm Stakeholders Empowerment Services prods independent directors of Tata group to explain to stakeholders their divergent views ,0,Its testing time for Tata group independent directors: SES
The fresh round of investment by Eight Road Ventures will help IFMR Capital grow its existing business and explore other opportunities across new products and sectors,1,IFMR Capital raises $25 million from Eight Roads Ventures
Its the first test from Facebook Inc.s Instagram to kick off a broader strategy for helping people pick out and buy things on the photo-sharing app,1,Instagram to ease users into shopping on app with test of 20 brands
"SAP, the German ERP software company, has successfully made inroads into cloud computing and digital solutions",1,SAP: The road beyond ERP
"Fuel demand growth is expected to slow by as much as 40% in 2017 from last year as demonetisation hurts businesses, industry and car sales",0,Demonetisation to hold back Indias fuel demand growth this year 
"The development may potentially bring down wind energy tariffs, which currently range from Rs3.9 per unit to Rs5.9 per unit, say experts",1,SECIs 1GW wind power tender sees high interest
"Amid improving sales and success of new models, investors may ignore the large drop in June quarter profit as a large part of it was owing to currency fluctuations",1,"As JLRs new products impress, Tata Motors June quarter profit fall may be ignored"
"India hopes to conclude negotiations with the UAE  on Tuesday to fill its strategic oil reserves at Mangalore, a foreign ministry official said",1,Govt hopes to complete oil storage talks with UAE today
The farm loan waiver announced by CM Yogi Adityanath is at best a palliative that is unlikely to address the challenges faced by Uttar Pradeshs rural economy,0,Uttar Pradeshs farm loan waiver: Neither egalitarian nor productive
"Amid a bleak exit scenario, VC firms are extending the timeline of their funds by two years",0,VC firms seek more time to return money to investors
"Even though the company intends to effect another round of price hike during Diwali, meeting the Arpu growth guidance could be challenging
",0,Dish TV India dishes out a subdued June quarter
"To make sure users get the best possible experience, the Assistant will live only on Google products such as the Pixel, at least for now",1,Google tries new approach with voice on Pixel phone
"The SBI gets Rs1,400 crore long-term loan from European Investment Bank to fund five different  solar projects in Tamil Nadu and Telangana",0,"SBI gets Rs1,400 cr loan from European Investment Bank to fund solar projects"
It turns out Apple can also be hurt by the interconnected supply chain,0,iPhone supply chain bites back at Apple
"Seldom are all the chips in place for monetary policy but, for now, it seems the stage is set for a rate cut in February. Feds hawkishness may just turn out to be incidental",0,"In RBI rate cut play, the US Fed is secondary"
Latest declarations to the income tax department worth about Rs140 crore have come from a clutch of over three dozen jewellers based in 16 cities of Maharashtra ,0,Income Tax  dept gets over Rs300 crore declarations under PMGKY
"Former RBI governor Bimal Jalan says demonetisation was a good move to eliminate black money, but in terms of consequences it did not work",1,"Demonetisation in-principle was good, but didnt work: Bimal Jalan"
HDFC Bank has been a rock-steady performer and its stock therefore trades at premium valuations,1,"HDFC Bank surpasses estimate, profit growth slips to mid-teens"
"The MD and CEO of IFMR Capital on the challenges of financial inclusion, her childhood memories of a Goan village, and her love for adventure",1,Kshama Fernandes: Finding credit for the worthy
"Most premium office buildings in Mumbai, Delhi and the National Capital Region (NCR), and Bengaluru are fully leased out, while a few of them have vacancies of 2-5%",0,"Lack of quality spaces driving up office rentals in Delhi, Mumbai and Bengaluru "
ONGC is considering issuing bonus shares rather than cash dividends as a method of providing income to shareholders ,1,ONGC to discuss bonus issue on Thursday to up liquidity
"In other news, $40.85 billion is the highest-ever asset sales by companies since liberalisation in 1991",0,"News in Numbers | New withdrawal limit from ATMs is Rs2,500 per day "
"EAC gives green signal to Cairn India for undertaking drilling works of 64 exploratory, appraisal wells in KG basin at Prakasam, Guntur districts of Andhra Pradesh",0,"Cairn India gets nod for drilling 64 exploratory, appraisal wells in KG-basin"
"KKR s deal could value New Delhi-based medical-diagnostics company SRL Ltd at about Rs5,000 crore ",1,KKR said to be in advanced talks to buy diagnostics firm SRL
Opec members can take months to disclose their output and also their data can be at odds with independent surveys as some have been known to fudge figures,0,Will Opec deliver its output cut deal?
"Though both the centre and state govts have stepped up spending on IT, delays in clearing invoices have offset the attractiveness of the contracts",0,IT firms complain of payment delays by the government
"ACCs net profit for the quarter fell to Rs211.06 crore from Rs231.70 crore a year earlier while its sales in the quarter rose 9.1% to Rs3,556.70 crore from Rs3,259.95 crore a year earlier",1,ACC profit falls 8.9% but sales beat estimates 
"HDFC Bank with a market value of  Rs3,25 trillion, follows Tata Consultancy Services , which is Indias most valuable company with a market capitalisation of Rs4.14 trillion",1,HDFC Bank beats RIL to become Indias 2nd biggest firm by market capitalisation 
Oil ministry says the move to keep petrol pumps closed on Sundays will be of much inconvenience to the public,0,Oil ministry red-flags Sunday Closed move of petrol pump operators
Coal secretary says  Coal India is expected to achieve its 2016/17 production target of 575 million tonnes and aims to raise output to 1 billion tonnes by 2020,0,Coal Indias 2017/18 production seen at 660 million tonnes: coal secretary
"The easiest way to soothe investors nerves will be for pharma companies to stop flunking their regulatory fitness tests
",0,Theres a cure for Indian pharmas splitting headache
Changing regulations and risk to returns mean NTPCs earnings lack Power Grids certainty,0,NTPCs regulatory woes increase Power Grids appeal
Participatory notes (P-Notes) are seeing rising interest among short-term foreign investors as general anti-tax avoidance rule (GAAR) became applicable from 1 April,0,P-Notes make a comeback under GAAR
Muthoot Microfin has already received Rs50 crore and another Rs50 crore will come by March 2018,1,Muthoot Microfin to raise Rs130 crore from Creation Investments
The Indian Oil shares rose after a decision that state-owned firms will have price revision on daily basis in select cities from next month,1,Indian Oil shares rise over 3% 
"Toyota seeks to meet Corporate Average Fuel Economy norms, or CAFE norms, effective 2021 with fuel-efficient hybrid cars",0,Toyota plans India model with hybrid DNA
"HCL Tech is looking at local hiring, stepping up entry-level hiring in the US to gear up for likely H1B visa rule change",0,HCL Tech braces for likely H1B visa rule change
The structuring of the deal could have been less complex and a lower equity bloat would have helped,0,Fortis: a knotty demerger
"Removal of large denomination bank notes in Australia would help in reducing crime and welfare fraud, increase tax revenue an lead to a spike in bank deposits",0,Australia should scrap large denomination bank notes like India: UBS 
"RCom will receive an upfront payment of Rs11,000 crore, besides B class non-voting shares in the tower company",0,RCom deleveraging fails to impress investors
"Bata India managed a modest 5% year-on-year revenue growth for the September quarter to Rs575 crore, well below expectations
",0,Bata India: walking on rough terrain
Visa India boss T.R. Ramachandran says the visa token service is the underlying foundation for most of the new stuff going to happen in the digital payments space,1,Visa token service will protect and devalue data: T.R. Ramachandran
"Only if China and India help each other and forge ahead can they bring hope to themselves in a very depressed world economy and illuminate the world as well
",0,China and India: Twin engines of world economy
"Governments approach in Budget 2017seems to allow consumption to revive by itself, without creating inflationary pressures, on the back of improving economic conditions",1,What will Budget 2017s impact be for consumer companies?
Lendingkart will use the funds to expand its loan book and expand to more regions in India,0,Lendingkart raises Rs30 crore in debt from Anicut Capital
"Indian e-commerce is a three-way poker game between Jeff Bezos, Lee Fixel and Masayoshi Son
",1,Amazons Jeff Bezos has the best hand in Indias e-commerce game
"Renewable energy is key to Indias electrification plan, and mini-grids with a capacity of 10 to 500 KW are playing an increasingly important role",0,"In energy starved Indian villages, solar mini-grids light the way"
"Big Pharma, even if it is driven by avarice rather than public good, is our best punter to make the kind of bets needed to fight diseases like Alzheimers",0,Spare a thought for Big Pharma
The founder of SpaceX and Tesla  Elon Musk wants to influence policy from the inside. Many fans arent OK with that,0,Elon Musks Donald Trump outreach is angering the resistance
DCB Banks fourth quarter profit was Rs52.86 crore as compared to Rs69.53 crore a year ago on the higher provisioning and higher tax expense,1,DCB Bank Q4 profit down 24% to Rs52.86 crore
"As per Dilip Asbe of National Payments Corporation of India, new digital payment users went up to 100 million during demonetisation but only 25 million have stuck around",0,A lot of new adopters of digital payments have returned to cash: NPCI official
"Amazon is encouraged by its progress in India so far and the response it has received from consumers, says the worlds largest online retailer CFO Brian Olsavsky ",1,"Amazon likely to ramp up investments in India, despite drag on profits"
"Analysis suggests technology is the largest contributor to the change in workers income share in the large majority of countries, according to a new study by the IMF",0,"Technology hits workers income share more than trade, IMF says"
"The outlook for the stock depends on whether or not the 30% Ebitda margin will be repeated
",0,Smooth ride for Castrol in March quarter
"While the June quarter was supported by strong inventory gains, a similar support in the current quarter is unlikely, according to some analysts",1,Inventory gains boost oil marketing companies in June quarter
"Banks claim that JSPL owes them Rs7,400 crore and if the company isnt allowed to lift the extracted iron ore, their chances of recovering the amount would be impacted",0,SBI-led consortium of banks moves SC in Odisha-JSPL iron ore case
"Two soured deals are NTT Docomo Inc.s $2.2 billion investment in Tata Group, and the $4.6 billion Daiichi Sankyo Co. deal to buy Ranbaxy Laboratories Ltd",0,Japans raw deal shows India needs to cure Delhi belly
Realization on sales at  Ceat Tyres was lower on account of lower rubber price and price cuts taken on various product categories in the past few quarters,0,Ceat Tyres remains on firm ground despite tepid second quarter margins
Some of the worlds largest technology companies are betting on a chatbot future. A new class of startups is creating DIY tools to help make that happen.,1,Anyone can build a (dumb) chatbot
"Payment delays by discoms to wind and solar projects is hurting their liquidity and payment to lenders, says Mercom Capital report",0,Payment delays pose risk to wind and solar projects: Mercom Capital report
Your fortnightly guide to how cutting-edge technologies like artificial intelligence will shape lives and businesses,1,"Artificial Intelligence is coming of age, slowly but surely"
Banks will open additional counters and work extra hours beginning Thursday to help people exchange Rs 500 and Rs 1000 notes that have been scrapped,0,"Banks shut on Wednesday, to work extra hours to exchange Rs 500, Rs 1000 notes"
"Even though ICICI Prudential Life Insurance may have lost the first-mover advantage to HDFC, its IPO is expected to be received well",1,ICICI Prudentials IPO: A good bet on insurance
The Rs150 crore production budget for Padmavati means that Viacom will spend about Rs75 crore from its own funds and the remaining will come as loans from banks,0,Why the Rs 180 crore Padmavati deal may work for Viacom
"Ambuja Cements consolidated net profit for the quarter stood at Rs216.11 crore, while net sales jumped 113.27% from a year ago to Rs4,477.33 crore",1,Ambuja Cement Q2 net profit rises 40.4%
"The companys strong order book has kept the stock ticking and it trades at an expensive 17 times the estimated earnings per share of fiscal year 2017
",1,"Motherson Sumi does well amid adversities, but stock expensive"
"About 17% of investing partners in China are female and 80% have at least one woman
",1,How women won a leading role in Chinas venture capital industry
"Consumption of kerosene dropped by 21% in 2016-17 from a year ago to 5.3 million tonnes, while that of LPG jumped 9.8% to 21.5 million tonnes in the same period",1,"Use of kerosene, diesel falls, LPG consumption rises on clean energy drive"
"The battle for real dominance of a corner of IT takes at least 15 years, after which the ruptures begin. A look at four of the fissures that cause the eventual rupture ",1,Technology dominance and charitable giving
C. Vijayakumar on his plans as newly appointed CEO of HCL Technologies and the IT companys strategy going forward,1,Intellectual property key to future-proof business: HCL Tech CEO
"India represents the future and its user value may surpass China in a few years, says LeEco chairman Jia",1,Cash-strapped LeEco looks to India as primary market that will drive growth
Jeff Sessions assures US lawmakers of taking steps to curb misuse of H1B visassignificantly used by Indiazn IT professionals that allegedly replace US workers,0,H1B visas under scrutiny as Team Trump vows crack down on misuse
"Tata Motors reports net profit of Rs848 crore in September quarter, compared with a loss of Rs1,740 crore in the year-ago period",0,Hedging losses crimp Tata Motors Q2 profit
The investors have lost over  $12 billion of their Tata wealth since 24 October the day Ratan Tata reclaimed control as the interim  chairman of Tata group,0,"Ratan Tata, Cyrus Mistry face-off turns murkier"
SoftBanks  $1.5 billion investment will increase Paytms valuation to $7-9 billion and will make the Japanese firm one of the largest shareholders alongside Alibaba,0,SoftBank may invest around $1.5 billion in Paytm
"SBI, ICICI Bank, HDFC and Kotak Mahindra Bank have cut home loan interest rates by up to 15 basis points",0,Home loan market set to get competitive  as lenders cut rates
Apple is accusing Qualcomm of monopolizing the chips market for wireless devices and withholding $1 bn in retaliation for cooperating with South Korean antitrust authorities,0,Apple sues Qualcomm over patent royalties in antitrust case
"The Gujarat State Petroleum Corp is saddled with nearly Rs20,000 crore of debt",0,GSPC looks at financial restructuring post ONGC deal
"SBI said on Friday it had already received Rs18,000 crore in savings and current account deposits since Prime Minister Narendra Modi announced the measure",0,"Ban on Rs500, Rs 1000 notes provides a boon to struggling Indian banks"
"Wipros latest acquisition, US-based cloud services firm Appirio, counts Facebook among its clients and has revenue of around $200 million",0,Wipro to buy cloud services firm Appirio for $500 million
Lydia Bly Jetts appointment is the third board movement from SoftBank to Snapdeal since February,0,SoftBank Groups Lydia Bly Jett joins Snapdeal board
A glance at some of the highs and lows that marked the countrys venture capital market in the past 12 months,0,Venture capital market: The year that went by
"The executive director of Mahindra & Mahindra on happy accidents, long friendships, and the luxury car theyre planning to launch ",1,Pawan Goenka: The auto pilot
M&A activity likely to rise in India in the coming months as the country remains the brightest spot for investments among BRICS nations,1,M&A activity set to spike in India: Mergers Alliance
RBIs monetary policy committee cited upside risks to inflation arising from price pressure excluding food and fuel as the main reason for keeping its policy rate unchanged ,0,RBIs monetary policy minutes show inflation primary concern
Lenders such as State Bank of India and Punjab National Bank are exploring the idea of moving to a variable pay structure,0,State-run banks may move to variable pay structure for staff
Delhi HC has asked the DGCA to probe the issue of AirAsia India granting operational control to AirAsia Berhad,1,Delhi HC tells AirAsia India to submit commercial agreement to DGCA
The Debt Recovery Tribunals order allows the banks to sell wilful defaulter Vijay Mallyas properties to recover the unpaid loans,0,"DRT allows SBIs plea to recover dues from Vijay Mallya, associated firms"
"The NTPC Tamil Nadu Energy Company has issued a notice for regulation of power supply to Tamil Nadu, Telangana and Karnataka to the extent of 1,229 MW ",0,NTPC Vallure station to cut power supply to 3 states over pending dues
"Ashish Thakkar, co-founder of Atlas Mara Ltd , is having a prolonged divorce fight thanks to a complex web of offshore assets. ",1,Judge asks what Indian-origin billionaire Ashish Thakkar is worth
Gross non-performing assets grew by a massive 35% to form 11% of the loan book as of 30 September,0,Mahindra Finance: where is the rural recovery?
"Philips Lighting India MD Harshavardhan Chitale on the lighting industrys changing dynamics
",1,Energy efficiency is driving the lighting market: Philipss Harshavardhan Chitale
"Considering that domestic gas production is not going to improve overnight, the outlook for liquefied natural gas is bright",1,Petronet LNG stock fuelled by better demand outlook
"The management change at the top comes when ITCs flagship business of cigarettes is facing tough times with rising excise duties and health concerns around tobacco
",0,ITCs new chief will have a tough act to follow
"Jindal Steel and Power equity investors appear unperturbed by the companys debt getting a default rating, if the share price is a reliable indicator
",0,The debt troubles of Jindal Steel and Power
"Kathy Chen, who had worked with Microsoft and Cisco, was brought in to lure more Chinese advertisers to the platform",0,Twitters China chief Kathy Chen quits after eight months
"SBI chairman Arundhati Bhattacharya calls on RBI to participate more in resolution of stressed assets, says merger to be wrapped by May-end",1,SBI aims to boost efficiency rather than revenue after merger: Arundhati Bhattacharya 
The sale to Yancoal Australia is subject to Australian govts approval and includes an initial $1.95 billion cash payment and $500 million in annual instalments of $100 million ,0,Rio Tinto closer to exit from thermal coal with $2.45 billion China deal
"As specialized institutions, long-term finance banks will be in a much better position to evaluate and fund long-term projects",0,The case for long-term finance banks
"AM Naiks successor is faced with the task of precariously balancing the juggernaut, until macroeconomic winds turn more favourable
",0,"At Larsen and Toubro, a daunting act of balancing the juggernaut lies ahead"
"The application to the European Commission comes a few months after the five yards won compliance certificates with a separate global regime 
",1,Application to EU could settle debate on beaching method of ship breaking
"In letter to Tata Steel shareholders , Nusli  Wadia said several allegations levelled against him were false, unsubstantiated and baseless",0,Nusli Wadia says targeted by Tatas for his independence
Cash and ATM management companies will soon be allowed to attract 100% FDI as they are not required to comply with the Private Security Agencies Act,1,"Govt may soon allow 100% FDI in cash, ATM management companies"
"Coal Controllers Organization has downgraded 177 of Coal Indias 413 mines, potentially impairing the monopoly miners profitability",0,177 mines of Coal India downgraded on quality concerns
"As solar gets cheaper and thermal power turns expensive, the viability for moving to their own renewable energy source gets better
",1,A solar disruptor for SEB revival plan
"Thanks to the rise of private engineering colleges in Tamil Nadu in the 1980s, and increase in demand and supply of software engineers, almost everyone benefited",1,N. Chandrasekaran and the transformative power of IT
"Lakshmi Vilas Bank Q3 net profit rises on higher net interest income, other income and lower provisions",1,Lakshmi Vilas Bank Q3 profit jumps 70% to Rs78.38 crore
"With the first closing of $20 million, the incubator co-found by Tata group called i3 Equity Partners will focus on developing next-generation IoT and IIoT technologies",0,Tata group to co-found technology incubator
The impending growth of digital assets will present India with many unique opportunities to leapfrog its traditional deficit in physical infrastructure,1,Building Indias digital highway
"Over 50,000 officers are planning to protest on 30 January against the decision which they estimate will leave as many as 40% of CBEC employees without work",0,GST: CBEC officials oppose ceding taxpayer base to states
"The lack of sufficient power purchasing pacts for the 600 MW Chandrapur plant and continuing loss at the retail business are negatively affecting CESC performance
",0,"CESC reports steady performance in March quarter, but pressure points remain"
"Average petroleum coke, or petcoke, prices rose from $45/mt in January this year to $81/mt in August",0,Cement firms margins may erode in Q2 on higher petcoke prices
Ratan Tata says in tweet the job is complex but he is sure Chandrasekaran will take the group to new heights while protecting the groups values and ethics at all times,1,N. Chandrasekaran will take Tata group to new heights: Ratan Tata
"If it is it true that the capital goods index in June 2016 is below the level it was in July 2011, the state of investment demand is dire indeed
",0,Capital goods production lower than five years ago?
"The ITC share has a resigned air about it as the budget day nears, as investors fear cigarettes may be hit by another round of excise duty hikes
",0,Budget jitters take toll on ITC stock
Jeff Bezos is selling about $1 billion worth of Amazons stock annually to fund his Blue Origin rocket company,1,Jeff Bezos is selling $1 billion of Amazon stock a year to fund rocket venture
"RBI warns those investing in virtual currencies like Bitcoins are exposing themselves to potential financial, legal and security related risks",0,"RBI says it hasnt authorised use of Bitcoins, flags risks"
"Pre-orders of flagship Galaxy S8 smartphone have exceeded those of its predecessor S7 suggesting consumers are unfazed by last years Note 7 fires, says Koh Dong-jin of Samsung",0,Samsung putting Note 7 behind it as S8 pre-orders surpass S7s
Peter Hancocks successor will be the seventh CEO of AIG since 2005 as the companys complexity bedeviled one leader after another as they struggled to manage the global insurer ,0,AIG CEO Peter Hancock to quit as swelling losses hurt investors 
Dainik Bhaskar group chairman Ramesh Agrawal died following a heart attack upon his arrival at Ahmedabad airport on Wednesday,0,"Ramesh Agrawal, Dainik Bhaskar group chairman, dies at 73"
Sona Group sells its entire 25.12% equity holding in its flagship Sona Koyo Steering Systems to JTEKT Corp. for about Rs419.28 crore,0,Sona Group sells entire stake in Sona Koyo  to Japanese partner 
Union Bank of India recently fell prey to hackingrobbing the lender of $171 millionbut the hackers made a silly mistake,0,How Union Bank was hacked and got its money back
"Citigroup says the govts commitment to fiscal consolidation in the budget will help RBI adopt an accommodative monetary stance, but a rate cut is more likely in Apr than in than Feb",0,25 bps repo rate cut more likely in April than Feb: Citigroup 
"Railways launch a new ticketing App, IRCTC Rail Connect, to facilitate booking of train tickets in a faster and easier way",0,IRCTC launches new App for faster booking of train tickets
"Flagship government initiatives such as Digital India, together with demonetizing Rs500 and Rs1,000 notes will act as key catalysts, says Assocham ",0,Mobile payment transaction volume to reach Rs153 billion by FY22: Assocham
"Out of State Bank of Indias Rs19,131 crore loans that slipped during the six months ended September, 40% was from its declared watch list",0,Swachh SBI? Not yet
"Tata Consultancy Servicess revenue in dollar terms grew 0.3%, sequentially, and increased 5.8% from a year ago",1,"TCS Q3 profit rises 8% to $1 billion, beats forecasts"
"Xiaomi is investing in dozens of Chinese hardware start-ups, branding the devices with the Xiaomi label, and selling them in stores and through its website",1,Xiaomi bets on smart rice cookers
Ant Financial Services Group will offer insurance and investment management products outside of China,0,Alibabas finance arm Ant to expand in Asia first
"Earlier, the age limit for Air Indias elderly travel concession was 63 years",0,Air India lowers age limit for elderly travel concession to 60
"Capital inflows into India likely to accelerate as focus on emerging markets continues, says Credit Suisses John Woods",0,"Sensex could touch  30,500 points in 2017: John Woods"
"The changes in tax rates in the budget, final rates and cess under goods and services tax, if any, on cigarettes, are near-term policy triggers to watch for",0,"Q3 results: ITC sticks to diversification strategy, eyes healthcare now"
"Under a production-sharing contract between Cairn India and state explorer ONGC, the Vedanta group firm could sell surplus crude oil only to government and its nominees",0,Cairn India moves Delhi HC against bar on surplus export from Barmer oilfields
"Dhoot brothers-owned Videocon will own 44.6% in the merged entity, while the billionaire Subhash Chandras Essel Group will have 55.4% stake",1,"Videocon d2h to merge with Dish TV, create new entity"
"Microsofts Cybersecurity Engagement Centre, located in Delhi,  aims to build a trusted and secure computing environment, a critical enabler for Indias digital transformation",1,Microsoft opens cybersecurity centre to boost investments in India
